jobName,jobLink,feedBack,comLink,comName,salary,place,releaseDate,detail
http://jobs.zhaopin.com/000001422266950.htm,无线网络优化软件开发（195045）,,http://special.zhaopin.com/bj/2012/alx112359,Ericsson/爱立信,15000-30000,南京,15天前,地点：南京公司性质：外商独资公司规模：1000-9999人学历：本科职位月薪：15000-30000元/月 工作目标:  本职位将开发无线通信网络的优化工具，以支持爱立信中国区域的4G、未来5G无线网络优化与设计。与开发团队一起，通过大型数据库、大数据分析、以及人工智能算法来实现客户和优化专家的需求。  能够独自负责整个软件的生命周期：从收集需求、与无线网络优化专家共同研究算法、原理验证、制定开发计划，...
http://jobs.zhaopin.com/120229299250122.htm,java开发工程师,,http://company.zhaopin.com/P10/CC1202/2929/CC120229299.htm,北京宝亮网智电子信息技术有限公司,15001-20000,南京,15天前,地点：南京公司性质：外商独资公司规模：100-499人经验：3-5年学历：本科职位月薪：15001-20000元/月 任职要求：  1、    计算机及相关专业，本科及以上学历；  2、    5年以上的Java开发经验，2个以上Java中型项目开发经验，具有一定的系统架构设计能力；  3、    对运维自动化有一定了解；  4、    熟悉Spring、Hibernate等常用框架；  5、    熟练掌握Aj...
http://jobs.zhaopin.com/542593422250194.htm,南京GIS项目总经理（1人）,,http://company.zhaopin.com/CC542593422.htm,江苏星月测绘科技股份有限公司,12000-20000,南京,15天前,地点：南京公司性质：股份制企业公司规模：100-499人经验：5-10年学历：本科职位月薪：12000-20000元/月 岗位职责：     任职要求：  1、5年以上GIS专业的工作经验，具有大、中型GIS系统开发经验；  2、熟悉ArcGIS Desktop、ArcEngine、ArcSDED的配置与开发；  3、熟悉C#、.NET、Java、Python等开发语言，具有良好代码编写习惯和文档编写能力；  4、熟...
http://jobs.zhaopin.com/255287839250005.htm,Embedded Linux Software Engineer 嵌入式Linux软件工程师,,http://company.zhaopin.com/CC255287839.htm,南昌云德科技有限公司,10001-15000,南京,15天前,地点：南京公司性质：民营公司规模：20-99人经验：5-10年学历：本科职位月薪：10001-15000元/月 职位描述：  负责公司智能系统的嵌入式软件开发，包括技术文档编写，代码实现，单元测试等。     任职要求：  1. 本科以上学历，电子通信计算机等相关专业  2. 5年以上嵌入式软件开发经验  3. 熟悉嵌入式系统，精通C/C++、Java  4. 至少熟悉一种ARM架构的SOC芯片  5. 至...
http://jobs.zhaopin.com/255287839250004.htm,QA Engineer QA工程师,,http://company.zhaopin.com/CC255287839.htm,南昌云德科技有限公司,6001-8000,南京,15天前,"地点：南京公司性质：民营公司规模：20-99人经验：1-3年学历：本科职位月薪：6001-8000元/月 职位描述：  负责公司智能系统的软件测试，包括软件打包，测试文档编写，系统测试等。     任职要求：  1. 本科以上学历，电子, 通信, 计算机等相关专业  2. 2年以上系统测试经验  3. 至少熟悉一种脚本开发语言Python, TCL, Bash shell, VB script等  4..."
http://jobs.zhaopin.com/493712332250018.htm,游戏测试工程师,100%,http://company.zhaopin.com/CC493712332.htm,南京易峰博软件科技有限公司,4001-6000,南京,15天前,地点：南京公司性质：民营公司规模：100-499人经验：无经验学历：大专职位月薪：4001-6000元/月 负责网易游戏以及相关软件的测试，保障产品质量。  您可以： - 与最先接触和体验网易游戏的一线产品，并与优秀的测试团队一起剖析产品、制定和执行每个阶段的测试计划； 工作性质：2017届统招二本毕业生 专业要求：计算机相关专业 实习补贴：100元/天+住宿补贴1000元/月 转正薪资：5K-6K 职...
http://jobs.zhaopin.com/668838221250131.htm,DevOps工程师,,http://company.zhaopin.com/CC668838221.htm,北京易捷思达科技发展有限公司,12000-24000,南京,15天前,地点：南京公司性质：民营公司规模：100-499人学历：本科职位月薪：12000-24000元/月 职位描述：  负责云计算平台的部署工具及DevOps框架开发     技能要求：  熟悉持续集成/持续交付/DevOps的理念   熟悉python/shell开发   加分项目：   有OpenStack项目或fuel等工具开发经验   熟悉puppet/ansible等运维工具   有Open...
http://jobs.zhaopin.com/305740713250125.htm,js驻场工程师（14薪）,,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E6%99%AE%E6%83%A0%E6%95%B0%E7%A0%81%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC305740713.htm,南京普惠数码科技有限公司,5000-10000,南京,15天前,地点：南京公司性质：民营公司规模：20-99人学历：本科职位月薪：5000-10000元/月 岗位职责：  1、JavaScript前端开发，有node.js和jQuery开发经验，熟悉HTML5和css，能独立开发网站更佳  2、熟悉android framework  3、与后台工程师（java或PHP）制定技术实现方案、服务接口等；  4、优化产品，为用户提供更好的体验。  其他加分...
http://jobs.zhaopin.com/381650128250031.htm,数据挖掘工程师,,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6_CC381650128.htm,南京理工大学,4001-6000,南京,15天前,地点：南京公司性质：国企公司规模：1000-9999人学历：本科职位月薪：4001-6000元/月 1、自动化、计算机、软件、信息技术等相关专业本科及以上学历，有相关工作经验优先；  2、熟悉C++、java等主流开发语言，熟悉shell/ python等脚本语言，具备hadoop、spark等分布式计算平台使用经验；  3、掌握常用机器学习（machine learning）、自然语言处理（N...
http://jobs.zhaopin.com/637291627250883.htm,金融区块链技术架构师,,http://company.zhaopin.com/CC637291627.htm,紫金普惠金融信息咨询江苏有限公司,20001-30000,南京,15天前,地点：南京公司性质：合资公司规模：1000-9999人经验：5-10年学历：本科职位月薪：20001-30000元/月 岗位职责：  负责基于区块链(Blockchain)的互联网金融产品的设计和研发；  研究区块链的协议，运行机制和底层实现等；  开发、实现和改进加密协议，设计安全协议和架构；  开发基于区块链的服务产品，包括后端协议、基础架构、系统服务及其相关客户端。     岗位要求：  至少8年以上互联网或...
http://jobs.zhaopin.com/132104123250810.htm,软件开发工程师（SDN）,,http://special.zhaopin.com/2017/nj/jsyd032050,江苏省邮电规划设计院有限责任公司,面议,南京,15天前,地点：南京公司性质：国企公司规模：1000-9999人经验：3-5年学历：本科 岗位职责： 从事面向数据通信网络的软件产品研发工作。     任职资格：  计算机或通信相关专业本科及以上学历。  具备较丰富的软件开发工作经验，熟悉基本的通信原理，熟悉B/S架构，熟悉数据库编程，具有Java、Python、PHP等一种及以上语言的开发经验，精通shell/python脚本者优先...
http://jobs.zhaopin.com/465931917250064.htm,自动化测试高级软件工程师,98%,http://company.zhaopin.com/CC465931917.htm,南京海能达软件科技有限公司,13000-25000,南京,15天前,地点：南京公司性质：上市公司公司规模：1000-9999人经验：5-10年学历：本科职位月薪：13000-25000元/月 岗位职责：  1. 自动化测试平台和相关工具的开发。  2. 测试平台与设备接口开发调试。  任职要求：  1. 统招本科及以上学历，通信、计算机科学、电子工程等相关专业。  2. 熟悉Robot Framework/Python/TTCN/TCL等测试平台开发和集成。  3. 有LTE基站相关产...
http://jobs.zhaopin.com/437092117250150.htm,高级运维工程师,100%,http://company.zhaopin.com/CC437092117.htm,江苏买卖网电子商务有限公司,8000-13000,南京,15天前,"地点：南京公司性质：民营公司规模：100-499人经验：5-10年学历：大专职位月薪：8000-13000元/月 岗位职责：  1、计算机相关专业，大专及以上学历，从事互联网运维工作5年以上；   2、精通Linux系统，了解网络基本技术；   3、精通WEB相关技术，包括apache,nginx,DNS,CDN等web技术的原理，优化，排错；   4、精通负载均衡相关技术，有Keepalived、LVS、H..."
